States,Years,Quarter,District,Transaction_count,Transaction_amount
Rajasthan,2018,3,bharatpur district,323314,533384000.0
Rajasthan,2018,3,barmer district,233853,499069000.0
Rajasthan,2018,3,ajmer district,400284,841932000.0
Rajasthan,2018,3,chittorgarh district,246933,424425000.0
Rajasthan,2018,3,hanumangarh district,260525,487034000.0
Rajasthan,2018,3,pratapgarh district,85749,120068000.0
Rajasthan,2018,3,sawai madhopur district,263670,347885000.0
Rajasthan,2018,3,jalore district,107595,212402000.0
Rajasthan,2018,3,bikaner district,338960,665233000.0
Rajasthan,2018,3,sikar district,478163,893538000.0
Rajasthan,2018,3,dholpur district,87956,168509000.0
Rajasthan,2018,3,sirohi district,97631,193176000.0
Rajasthan,2018,3,rajsamand district,113423,238912000.0
Rajasthan,2018,3,jaisalmer district,85833,205049000.0
Rajasthan,2018,3,bundi district,129192,163740000.0
Rajasthan,2018,3,jhalawar district,184260,308845000.0
Rajasthan,2018,3,alwar district,1024880,1687740000.0
Rajasthan,2018,3,kota district,582519,821607000.0
Rajasthan,2018,3,jhunjhunu district,350823,650612000.0
Rajasthan,2018,4,pali district,290078,609431000.0
Rajasthan,2018,4,ganganagar district,561084,1174060000.0
Rajasthan,2018,4,churu district,323809,597107000.0
Rajasthan,2018,4,jaipur district,7271209,12107300000.0
Rajasthan,2018,4,baran district,208117,281457000.0
Rajasthan,2018,4,bhilwara district,781679,1420320000.0
Rajasthan,2018,4,banswara district,86992,190700000.0
Rajasthan,2018,4,dungarpur district,67595,145652000.0
Rajasthan,2018,4,tonk district,413601,578811000.0
Rajasthan,2018,4,jodhpur district,854003,1928730000.0
Rajasthan,2018,4,karauli district,293453,474349000.0
Rajasthan,2018,4,udaipur district,606049,1219190000.0
Rajasthan,2018,4,dausa district,673282,921614000.0
Rajasthan,2018,4,nagaur district,532876,1035000000.0
Rajasthan,2018,4,bharatpur district,488393,882948000.0
Rajasthan,2018,4,barmer district,364271,817957000.0
Rajasthan,2018,4,ajmer district,577840,1318560000.0
Rajasthan,2018,4,chittorgarh district,369197,685409000.0
Rajasthan,2018,4,hanumangarh district,393172,765990000.0
Rajasthan,2018,4,pratapgarh district,71735,156122000.0
Rajasthan,2018,4,sawai madhopur district,425091,614546000.0
Rajasthan,2018,4,jalore district,164183,334580000.0
Rajasthan,2018,4,bikaner district,458094,1010270000.0
Rajasthan,2018,4,sikar district,735428,1558680000.0
Rajasthan,2018,4,dholpur district,134973,276359000.0
Rajasthan,2018,4,sirohi district,159190,302565000.0
Rajasthan,2018,4,rajsamand district,169699,376790000.0
Rajasthan,2018,4,jaisalmer district,139707,366748000.0
Rajasthan,2018,4,bundi district,201117,275015000.0
Rajasthan,2018,4,jhalawar district,272289,486318000.0
Rajasthan,2018,4,alwar district,1532807,2700490000.0
Rajasthan,2018,4,kota district,831676,1186910000.0
Rajasthan,2018,4,jhunjhunu district,507034,1109050000.0
Rajasthan,2019,1,pali district,458129,813018000.0
Rajasthan,2019,1,ganganagar district,820390,1483030000.0
Rajasthan,2019,1,churu district,573196,891262000.0
Rajasthan,2019,1,jaipur district,19178441,25043500000.0
Rajasthan,2019,1,baran district,401945,386281000.0
Rajasthan,2019,1,bhilwara district,1615975,2126330000.0
Rajasthan,2019,1,banswara district,128168,252141000.0
Rajasthan,2019,1,dungarpur district,97368,181712000.0
Rajasthan,2019,1,tonk district,918261,911288000.0
Rajasthan,2019,1,jodhpur district,1535328,2762590000.0
Rajasthan,2019,1,karauli district,536247,640605000.0
Rajasthan,2019,1,udaipur district,998792,1584750000.0
Rajasthan,2019,1,dausa district,1370483,1416280000.0
Rajasthan,2019,1,nagaur district,863586,1464340000.0
Rajasthan,2019,1,bharatpur district,757764,1170620000.0
Rajasthan,2019,1,barmer district,566001,1166350000.0
Rajasthan,2019,1,ajmer district,1030802,1810600000.0
Rajasthan,2019,1,chittorgarh district,695076,929875000.0
Rajasthan,2019,1,hanumangarh district,656471,1014400000.0
Rajasthan,2019,1,pratapgarh district,109425,193049000.0
Rajasthan,2019,1,sawai madhopur district,916728,872515000.0
Rajasthan,2019,1,jalore district,253294,465906000.0
Rajasthan,2019,1,bikaner district,718960,1317130000.0
Rajasthan,2019,1,sikar district,1310064,2164840000.0
Rajasthan,2019,1,dholpur district,227953,369840000.0
Rajasthan,2019,1,sirohi district,249948,388224000.0
Rajasthan,2019,1,rajsamand district,246874,479695000.0
Rajasthan,2019,1,jaisalmer district,222169,450360000.0
Rajasthan,2019,1,bundi district,433877,395522000.0
Rajasthan,2019,1,jhalawar district,540106,671920000.0
Rajasthan,2019,1,alwar district,2791195,3949130000.0
Rajasthan,2019,1,kota district,1748396,1712970000.0
Rajasthan,2019,1,jhunjhunu district,984628,1661040000.0
Rajasthan,2019,2,pali district,451361,975342000.0
Rajasthan,2019,2,ganganagar district,793415,1741660000.0
Rajasthan,2019,2,churu district,513343,1039140000.0
Rajasthan,2019,2,jaipur district,27449382,46056900000.0
Rajasthan,2019,2,baran district,307009,447360000.0
Rajasthan,2019,2,bhilwara district,1359790,2514770000.0
Rajasthan,2019,2,banswara district,122914,279052000.0
Rajasthan,2019,2,dungarpur district,93534,204965000.0
Rajasthan,2019,2,tonk district,676081,1042810000.0
Rajasthan,2019,2,jodhpur district,1733269,3700050000.0
Rajasthan,2019,2,karauli district,447402,814769000.0
Rajasthan,2019,2,udaipur district,1007076,1724900000.0
Rajasthan,2019,2,dausa district,1063146,1644610000.0
Rajasthan,2019,2,nagaur district,837498,1785030000.0
Rajasthan,2019,2,bharatpur district,658761,1351940000.0
Rajasthan,2019,2,barmer district,544410,1311280000.0
Rajasthan,2019,2,ajmer district,1078977,2153450000.0
Rajasthan,2019,2,chittorgarh district,525590,1011810000.0
Rajasthan,2019,2,hanumangarh district,591940,1204530000.0
Rajasthan,2019,2,pratapgarh district,98325,226256000.0
Rajasthan,2019,2,sawai madhopur district,646989,1014790000.0
Rajasthan,2019,2,jalore district,269425,598668000.0
Rajasthan,2019,2,bikaner district,768368,1577300000.0
Rajasthan,2019,2,sikar district,1198479,2624570000.0
Rajasthan,2019,2,dholpur district,199022,416423000.0
Rajasthan,2019,2,sirohi district,220632,436753000.0
Rajasthan,2019,2,rajsamand district,232891,506303000.0
Rajasthan,2019,2,jaisalmer district,208146,486100000.0
Rajasthan,2019,2,bundi district,335788,452819000.0
Rajasthan,2019,2,jhalawar district,423714,783030000.0
Rajasthan,2019,2,alwar district,2451727,4430720000.0
Rajasthan,2019,2,kota district,1571917,2185110000.0
Rajasthan,2019,2,jhunjhunu district,1128965,2364090000.0
Rajasthan,2019,3,pali district,585504,1150600000.0
Rajasthan,2019,3,ganganagar district,1042232,2159200000.0
Rajasthan,2019,3,churu district,622575,1254480000.0
Rajasthan,2019,3,jaipur district,36334520,58402100000.0
Rajasthan,2019,3,baran district,399518,547340000.0
Rajasthan,2019,3,bhilwara district,1993704,3277890000.0
Rajasthan,2019,3,banswara district,168497,343397000.0
Rajasthan,2019,3,dungarpur district,130348,262255000.0
Rajasthan,2019,3,tonk district,896341,1336010000.0
Rajasthan,2019,3,jodhpur district,2465513,4931660000.0
Rajasthan,2019,3,karauli district,513134,886733000.0
Rajasthan,2019,3,udaipur district,1643482,2352760000.0
Rajasthan,2019,3,dausa district,1428706,1976650000.0
Rajasthan,2019,3,nagaur district,1130161,2271860000.0
Rajasthan,2019,3,bharatpur district,821930,1576760000.0
Rajasthan,2019,3,barmer district,784994,1736070000.0
Rajasthan,2019,3,ajmer district,1474810,2744810000.0
Rajasthan,2019,3,chittorgarh district,688463,1235900000.0
Rajasthan,2019,3,hanumangarh district,746849,1580770000.0
Rajasthan,2019,3,pratapgarh district,128411,259037000.0
Rajasthan,2019,3,sawai madhopur district,756052,1133880000.0
Rajasthan,2019,3,jalore district,357987,725486000.0
Rajasthan,2019,3,bikaner district,1101643,2013880000.0
Rajasthan,2019,3,sikar district,1660524,3298950000.0
Rajasthan,2019,3,dholpur district,238638,501416000.0
Rajasthan,2019,3,sirohi district,302091,560130000.0
Rajasthan,2019,3,rajsamand district,338225,684221000.0
Rajasthan,2019,3,jaisalmer district,327346,696727000.0
Rajasthan,2019,3,bundi district,491826,574474000.0
Rajasthan,2019,3,jhalawar district,600830,954213000.0
Rajasthan,2019,3,alwar district,3359867,5501750000.0
Rajasthan,2019,3,kota district,2435542,2706740000.0
Rajasthan,2019,3,jhunjhunu district,1333354,2830120000.0
Rajasthan,2019,4,pali district,791971,1660770000.0
Rajasthan,2019,4,ganganagar district,1391826,2912480000.0
Rajasthan,2019,4,churu district,879054,1848840000.0
Rajasthan,2019,4,jaipur district,44335592,81782100000.0
Rajasthan,2019,4,baran district,507856,797896000.0
Rajasthan,2019,4,bhilwara district,2464660,4716200000.0
Rajasthan,2019,4,banswara district,218021,478486000.0
Rajasthan,2019,4,dungarpur district,173444,352775000.0
Rajasthan,2019,4,tonk district,1174542,1922430000.0
Rajasthan,2019,4,jodhpur district,3216115,6915340000.0
Rajasthan,2019,4,karauli district,690501,1271700000.0
Rajasthan,2019,4,udaipur district,2311396,3313740000.0
Rajasthan,2019,4,dausa district,1869433,3045920000.0
Rajasthan,2019,4,nagaur district,1504020,3329100000.0
Rajasthan,2019,4,bharatpur district,1096048,2133330000.0
Rajasthan,2019,4,barmer district,1053052,2396360000.0
Rajasthan,2019,4,ajmer district,2025212,4104640000.0
Rajasthan,2019,4,chittorgarh district,898355,1770090000.0
Rajasthan,2019,4,hanumangarh district,1000216,2235480000.0
Rajasthan,2019,4,pratapgarh district,170862,368286000.0
Rajasthan,2019,4,sawai madhopur district,1095250,1728690000.0
Rajasthan,2019,4,jalore district,476126,1014600000.0
Rajasthan,2019,4,bikaner district,1472830,2842170000.0
Rajasthan,2019,4,sikar district,2248784,5037410000.0
Rajasthan,2019,4,dholpur district,313175,678342000.0
Rajasthan,2019,4,sirohi district,420834,825222000.0
Rajasthan,2019,4,rajsamand district,464681,1008110000.0
Rajasthan,2019,4,jaisalmer district,452830,1045050000.0
Rajasthan,2019,4,bundi district,575842,828353000.0
Rajasthan,2019,4,jhalawar district,742750,1300730000.0
Rajasthan,2019,4,alwar district,4269770,7746530000.0
Rajasthan,2019,4,kota district,2899819,3813620000.0
Rajasthan,2019,4,jhunjhunu district,1869375,4227580000.0
Rajasthan,2020,1,pali district,1057322,2090800000.0
Rajasthan,2020,1,ganganagar district,1690638,3342560000.0
Rajasthan,2020,1,churu district,1077936,2221430000.0
Rajasthan,2020,1,jaipur district,52623661,98360800000.0
Rajasthan,2020,1,baran district,608776,927974000.0
Rajasthan,2020,1,bhilwara district,2976581,5578140000.0
Rajasthan,2020,1,banswara district,330880,726916000.0
Rajasthan,2020,1,dungarpur district,268602,523389000.0
Rajasthan,2020,1,tonk district,1486166,2330300000.0
Rajasthan,2020,1,jodhpur district,3807384,7642170000.0
Rajasthan,2020,1,karauli district,872739,1576360000.0
Rajasthan,2020,1,udaipur district,2735381,3947850000.0
Rajasthan,2020,1,dausa district,2290731,3676230000.0
Rajasthan,2020,1,nagaur district,1885285,4010260000.0
Rajasthan,2020,1,bharatpur district,1367810,2575510000.0
Rajasthan,2020,1,barmer district,1446721,3237770000.0
Rajasthan,2020,1,ajmer district,2642400,5228150000.0
Rajasthan,2020,1,chittorgarh district,1182462,2269540000.0
Rajasthan,2020,1,hanumangarh district,1183791,2435550000.0
Rajasthan,2020,1,pratapgarh district,221448,454662000.0
Rajasthan,2020,1,sawai madhopur district,1331196,2019200000.0
Rajasthan,2020,1,jalore district,663865,1393550000.0
Rajasthan,2020,1,bikaner district,1798288,3442450000.0
Rajasthan,2020,1,sikar district,2898431,6198160000.0
Rajasthan,2020,1,dholpur district,421077,887503000.0
Rajasthan,2020,1,sirohi district,546429,983010000.0
Rajasthan,2020,1,rajsamand district,715929,1539560000.0
Rajasthan,2020,1,jaisalmer district,555603,1161660000.0
Rajasthan,2020,1,bundi district,712522,1016320000.0
Rajasthan,2020,1,jhalawar district,894980,1662290000.0
Rajasthan,2020,1,alwar district,5046369,9090010000.0
Rajasthan,2020,1,kota district,3282916,4272100000.0
Rajasthan,2020,1,jhunjhunu district,1634493,3486030000.0
Rajasthan,2020,2,pali district,1372177,2377830000.0
Rajasthan,2020,2,ganganagar district,2016375,3982320000.0
Rajasthan,2020,2,churu district,1438466,2818320000.0
Rajasthan,2020,2,jaipur district,43871862,88270800000.0
Rajasthan,2020,2,baran district,838653,1511660000.0
Rajasthan,2020,2,bhilwara district,3144077,5583960000.0
Rajasthan,2020,2,banswara district,370056,692995000.0
Rajasthan,2020,2,dungarpur district,378890,580231000.0
Rajasthan,2020,2,tonk district,1834820,3108060000.0
Rajasthan,2020,2,jodhpur district,3972317,7649650000.0
Rajasthan,2020,2,karauli district,1408933,2391030000.0
Rajasthan,2020,2,udaipur district,2293910,3491310000.0
Rajasthan,2020,2,dausa district,2849821,4537840000.0
Rajasthan,2020,2,nagaur district,2506689,4856440000.0
Rajasthan,2020,2,bharatpur district,1861557,3561070000.0
Rajasthan,2020,2,barmer district,2038065,4156120000.0
Rajasthan,2020,2,ajmer district,2539677,4723280000.0
Rajasthan,2020,2,chittorgarh district,1324205,2449360000.0
Rajasthan,2020,2,hanumangarh district,1460018,3028800000.0
Rajasthan,2020,2,pratapgarh district,321199,639106000.0
Rajasthan,2020,2,sawai madhopur district,1736691,2726820000.0
Rajasthan,2020,2,jalore district,1019723,1882430000.0
Rajasthan,2020,2,bikaner district,2034733,3703560000.0
Rajasthan,2020,2,sikar district,3448263,6813440000.0
Rajasthan,2020,2,dholpur district,614600,1206740000.0
Rajasthan,2020,2,sirohi district,696555,1088940000.0
Rajasthan,2020,2,rajsamand district,917992,1695440000.0
Rajasthan,2020,2,jaisalmer district,747477,1378480000.0
Rajasthan,2020,2,bundi district,878144,1460560000.0
Rajasthan,2020,2,jhalawar district,1120590,2559980000.0
Rajasthan,2020,2,alwar district,5981709,10239600000.0
Rajasthan,2020,2,kota district,2674020,4271160000.0
Rajasthan,2020,2,jhunjhunu district,2242392,4325890000.0
Rajasthan,2020,3,pali district,1854914,3848650000.0
Rajasthan,2020,3,ganganagar district,2506247,5401050000.0
Rajasthan,2020,3,churu district,1745171,3918240000.0
Rajasthan,2020,3,jaipur district,71797182,138189000000.0
Rajasthan,2020,3,baran district,990694,1781540000.0
Rajasthan,2020,3,bhilwara district,4656173,9414790000.0
Rajasthan,2020,3,banswara district,402498,880277000.0
Rajasthan,2020,3,dungarpur district,381150,780765000.0
Rajasthan,2020,3,tonk district,2296368,3947610000.0
Rajasthan,2020,3,jodhpur district,6262826,13714100000.0
Rajasthan,2020,3,karauli district,1489891,2839660000.0
Rajasthan,2020,3,udaipur district,3836995,6351930000.0
Rajasthan,2020,3,dausa district,3552220,5920930000.0
Rajasthan,2020,3,nagaur district,3048026,6903350000.0
Rajasthan,2020,3,bharatpur district,2064445,4350130000.0
Rajasthan,2020,3,barmer district,2386729,5803290000.0
Rajasthan,2020,3,ajmer district,3910137,8288210000.0
Rajasthan,2020,3,chittorgarh district,1806035,3708390000.0
Rajasthan,2020,3,hanumangarh district,1785890,3999620000.0
Rajasthan,2020,3,pratapgarh district,360412,800605000.0
Rajasthan,2020,3,sawai madhopur district,2157237,3506700000.0
Rajasthan,2020,3,jalore district,1154031,2737320000.0
Rajasthan,2020,3,bikaner district,2716423,5489010000.0
Rajasthan,2020,3,sikar district,4567655,9916210000.0
Rajasthan,2020,3,dholpur district,662790,1506200000.0
Rajasthan,2020,3,sirohi district,931740,1721460000.0
Rajasthan,2020,3,rajsamand district,1127177,2387000000.0
Rajasthan,2020,3,jaisalmer district,916827,1932640000.0
Rajasthan,2020,3,bundi district,1081850,1857530000.0
Rajasthan,2020,3,jhalawar district,1396419,3037590000.0
Rajasthan,2020,3,alwar district,7995044,14617900000.0
Rajasthan,2020,3,kota district,4442791,8027790000.0
Rajasthan,2020,3,jhunjhunu district,2804689,6098390000.0
Rajasthan,2020,4,pali district,2663178,5830180000.0
Rajasthan,2020,4,ganganagar district,3623577,7936390000.0
Rajasthan,2020,4,churu district,2461810,5879440000.0
Rajasthan,2020,4,jaipur district,82378485,159642000000.0
Rajasthan,2020,4,baran district,1380743,2548030000.0
Rajasthan,2020,4,bhilwara district,6669204,13765900000.0
Rajasthan,2020,4,banswara district,627538,1380320000.0
Rajasthan,2020,4,dungarpur district,555914,1180560000.0
Rajasthan,2020,4,tonk district,3203388,5701340000.0
Rajasthan,2020,4,jodhpur district,8568947,19107800000.0
Rajasthan,2020,4,karauli district,1675614,3453140000.0
Rajasthan,2020,4,udaipur district,5631994,9376660000.0
Rajasthan,2020,4,dausa district,3972332,7263770000.0
Rajasthan,2020,4,nagaur district,4447471,10913800000.0
Rajasthan,2020,4,bharatpur district,2744055,5971850000.0
Rajasthan,2020,4,barmer district,3449878,8672440000.0
Rajasthan,2020,4,ajmer district,5843422,12526300000.0
Rajasthan,2020,4,chittorgarh district,2615839,5457760000.0
Rajasthan,2020,4,hanumangarh district,2508714,5925970000.0
Rajasthan,2020,4,pratapgarh district,492384,1136170000.0
Rajasthan,2020,4,sawai madhopur district,2509016,4393100000.0
Rajasthan,2020,4,jalore district,1575662,3942410000.0
Rajasthan,2020,4,bikaner district,4005208,8393450000.0
Rajasthan,2020,4,sikar district,6635869,15551300000.0
Rajasthan,2020,4,dholpur district,936119,2216590000.0
Rajasthan,2020,4,sirohi district,1355839,2570610000.0
Rajasthan,2020,4,rajsamand district,1614361,3430500000.0
Rajasthan,2020,4,jaisalmer district,1431699,3080600000.0
Rajasthan,2020,4,bundi district,1553114,2682280000.0
Rajasthan,2020,4,jhalawar district,1906726,4062510000.0
Rajasthan,2020,4,alwar district,10874361,21064600000.0
Rajasthan,2020,4,kota district,6392503,11328800000.0
Rajasthan,2020,4,jhunjhunu district,3978471,9648560000.0
Rajasthan,2021,1,pali district,2984309,6767220000.0
Rajasthan,2021,1,ganganagar district,4118972,8871370000.0
Rajasthan,2021,1,churu district,2731771,6726860000.0
Rajasthan,2021,1,jaipur district,125917532,223771000000.0
Rajasthan,2021,1,baran district,1448642,2847360000.0
Rajasthan,2021,1,bhilwara district,7672484,16416300000.0
Rajasthan,2021,1,banswara district,691566,1624790000.0
Rajasthan,2021,1,dungarpur district,611490,1372690000.0
Rajasthan,2021,1,tonk district,3421206,6186400000.0
Rajasthan,2021,1,jodhpur district,11409882,24774600000.0
Rajasthan,2021,1,karauli district,1925731,3977900000.0
Rajasthan,2021,1,udaipur district,6826421,10957000000.0
Rajasthan,2021,1,dausa district,4999310,8786070000.0
Rajasthan,2021,1,nagaur district,4976059,12761100000.0
Rajasthan,2021,1,bharatpur district,3042043,6708990000.0
Rajasthan,2021,1,barmer district,4110660,11264900000.0
Rajasthan,2021,1,ajmer district,7053995,15317200000.0
Rajasthan,2021,1,chittorgarh district,2948289,6425180000.0
Rajasthan,2021,1,hanumangarh district,2701068,6539910000.0
Rajasthan,2021,1,pratapgarh district,538169,1351140000.0
Rajasthan,2021,1,sawai madhopur district,3177944,5382040000.0
Rajasthan,2021,1,jalore district,1718704,4884080000.0
Rajasthan,2021,1,bikaner district,4734203,10056800000.0
Rajasthan,2021,1,sikar district,7581768,17304000000.0
Rajasthan,2021,1,dholpur district,999900,2398000000.0
Rajasthan,2021,1,sirohi district,1515460,3035270000.0
Rajasthan,2021,1,rajsamand district,1840526,4042430000.0
Rajasthan,2021,1,jaisalmer district,1725745,3811330000.0
Rajasthan,2021,1,bundi district,1683993,3089650000.0
Rajasthan,2021,1,jhalawar district,2097068,4661640000.0
Rajasthan,2021,1,alwar district,12041829,23497000000.0
Rajasthan,2021,1,kota district,9133910,15546600000.0
Rajasthan,2021,1,jhunjhunu district,4350270,10335500000.0
Rajasthan,2021,2,pali district,3745421,7957450000.0
Rajasthan,2021,2,ganganagar district,4753914,10746500000.0
Rajasthan,2021,2,churu district,3649018,8499730000.0
Rajasthan,2021,2,jaipur district,137247139,248391000000.0
Rajasthan,2021,2,baran district,1657148,3411040000.0
Rajasthan,2021,2,bhilwara district,8735150,17984200000.0
Rajasthan,2021,2,banswara district,848559,1987560000.0
Rajasthan,2021,2,dungarpur district,760275,1594170000.0
Rajasthan,2021,2,tonk district,4093452,7422410000.0
Rajasthan,2021,2,jodhpur district,12941666,27913800000.0
Rajasthan,2021,2,karauli district,2869692,5673270000.0
Rajasthan,2021,2,udaipur district,6280736,10800800000.0
Rajasthan,2021,2,dausa district,6410357,10828100000.0
Rajasthan,2021,2,nagaur district,6493229,15639800000.0
Rajasthan,2021,2,bharatpur district,4010426,8730800000.0
Rajasthan,2021,2,barmer district,5379586,13831700000.0
Rajasthan,2021,2,ajmer district,7863986,16687400000.0
Rajasthan,2021,2,chittorgarh district,3344931,7084420000.0
Rajasthan,2021,2,hanumangarh district,3380981,8144090000.0
Rajasthan,2021,2,pratapgarh district,671704,1622150000.0
Rajasthan,2021,2,sawai madhopur district,3904625,6665180000.0
Rajasthan,2021,2,jalore district,2313815,6248660000.0
Rajasthan,2021,2,bikaner district,5602946,11924700000.0
Rajasthan,2021,2,sikar district,8840543,19750200000.0
Rajasthan,2021,2,dholpur district,1328838,3139300000.0
Rajasthan,2021,2,sirohi district,1706489,3292310000.0
Rajasthan,2021,2,rajsamand district,2176976,4463580000.0
Rajasthan,2021,2,jaisalmer district,2072381,4346890000.0
Rajasthan,2021,2,bundi district,1995615,3857750000.0
Rajasthan,2021,2,jhalawar district,2408252,5698520000.0
Rajasthan,2021,2,alwar district,14291357,26436900000.0
Rajasthan,2021,2,kota district,9960676,18087600000.0
Rajasthan,2021,2,jhunjhunu district,5737156,12840900000.0
Rajasthan,2021,3,pali district,4825668,10052200000.0
Rajasthan,2021,3,ganganagar district,6733698,13200200000.0
Rajasthan,2021,3,churu district,4742306,10642100000.0
Rajasthan,2021,3,jaipur district,193839196,313664000000.0
Rajasthan,2021,3,baran district,2156975,3989330000.0
Rajasthan,2021,3,bhilwara district,12558408,23899800000.0
Rajasthan,2021,3,banswara district,1193693,2610850000.0
Rajasthan,2021,3,dungarpur district,1021896,2146020000.0
Rajasthan,2021,3,tonk district,5293345,8710530000.0
Rajasthan,2021,3,jodhpur district,19263957,38514700000.0
Rajasthan,2021,3,karauli district,3221955,5947120000.0
Rajasthan,2021,3,udaipur district,10000681,15950400000.0
Rajasthan,2021,3,dausa district,8175162,12267800000.0
Rajasthan,2021,3,nagaur district,8542495,19712400000.0
Rajasthan,2021,3,bharatpur district,4840142,9542570000.0
Rajasthan,2021,3,barmer district,7369389,17897400000.0
Rajasthan,2021,3,ajmer district,12039695,23974000000.0
Rajasthan,2021,3,chittorgarh district,4916314,9584590000.0
Rajasthan,2021,3,hanumangarh district,4401750,9676940000.0
Rajasthan,2021,3,pratapgarh district,951737,2170350000.0
Rajasthan,2021,3,sawai madhopur district,4881323,7329480000.0
Rajasthan,2021,3,jalore district,2769584,7412180000.0
Rajasthan,2021,3,bikaner district,7999407,15396200000.0
Rajasthan,2021,3,sikar district,12157675,24860000000.0
Rajasthan,2021,3,dholpur district,1667722,3666630000.0
Rajasthan,2021,3,sirohi district,2429857,4593400000.0
Rajasthan,2021,3,rajsamand district,3136695,6345860000.0
Rajasthan,2021,3,jaisalmer district,3120934,6241300000.0
Rajasthan,2021,3,bundi district,2707584,4521280000.0
Rajasthan,2021,3,jhalawar district,3141862,6253080000.0
Rajasthan,2021,3,alwar district,18956440,31796600000.0
Rajasthan,2021,3,kota district,13858632,22356800000.0
Rajasthan,2021,3,jhunjhunu district,7368576,15584900000.0
Rajasthan,2021,4,pali district,6057183,12994100000.0
Rajasthan,2021,4,ganganagar district,8184243,16810600000.0
Rajasthan,2021,4,churu district,5935726,14118700000.0
Rajasthan,2021,4,jaipur district,231804892,394436000000.0
Rajasthan,2021,4,baran district,2793598,5264030000.0
Rajasthan,2021,4,bhilwara district,15373212,29555800000.0
Rajasthan,2021,4,banswara district,1550961,3356200000.0
Rajasthan,2021,4,dungarpur district,1353577,2828680000.0
Rajasthan,2021,4,tonk district,6584281,11053600000.0
Rajasthan,2021,4,jodhpur district,23671637,49201200000.0
Rajasthan,2021,4,karauli district,4265646,8113130000.0
Rajasthan,2021,4,udaipur district,12082286,19874200000.0
Rajasthan,2021,4,dausa district,10142219,16190200000.0
Rajasthan,2021,4,nagaur district,10615952,25959900000.0
Rajasthan,2021,4,bharatpur district,6438461,12862200000.0
Rajasthan,2021,4,barmer district,9363927,22313200000.0
Rajasthan,2021,4,ajmer district,15049250,31040100000.0
Rajasthan,2021,4,chittorgarh district,6261904,12222300000.0
Rajasthan,2021,4,hanumangarh district,5310780,12582500000.0
Rajasthan,2021,4,pratapgarh district,1246112,2850190000.0
Rajasthan,2021,4,sawai madhopur district,6211420,9792490000.0
Rajasthan,2021,4,jalore district,3636011,9829250000.0
Rajasthan,2021,4,bikaner district,9810932,19930800000.0
Rajasthan,2021,4,sikar district,14946567,32671500000.0
Rajasthan,2021,4,dholpur district,2276540,5074520000.0
Rajasthan,2021,4,sirohi district,2938452,5709720000.0
Rajasthan,2021,4,rajsamand district,3904566,7888830000.0
Rajasthan,2021,4,jaisalmer district,4360030,8928650000.0
Rajasthan,2021,4,bundi district,3509775,5985140000.0
Rajasthan,2021,4,jhalawar district,4094768,8244370000.0
Rajasthan,2021,4,alwar district,23661509,40984400000.0
Rajasthan,2021,4,kota district,14912645,24168200000.0
Rajasthan,2021,4,jhunjhunu district,9272535,21099800000.0
Rajasthan,2022,1,pali district,7186562,14978700000.0
Rajasthan,2022,1,ganganagar district,9951712,19810400000.0
Rajasthan,2022,1,churu district,7027393,16182100000.0
Rajasthan,2022,1,jaipur district,262950613,434508000000.0
Rajasthan,2022,1,baran district,3313639,6075630000.0
Rajasthan,2022,1,bhilwara district,18219742,34832200000.0
Rajasthan,2022,1,banswara district,1934543,4305960000.0
Rajasthan,2022,1,dungarpur district,1601893,3333480000.0
Rajasthan,2022,1,tonk district,7525693,12353700000.0
Rajasthan,2022,1,jodhpur district,27810577,56966900000.0
Rajasthan,2022,1,karauli district,4947468,8967320000.0
Rajasthan,2022,1,udaipur district,13527713,22322600000.0
Rajasthan,2022,1,dausa district,11542170,17674200000.0
Rajasthan,2022,1,nagaur district,12629151,30251500000.0
Rajasthan,2022,1,bharatpur district,7655860,14512900000.0
Rajasthan,2022,1,barmer district,11519794,27090100000.0
Rajasthan,2022,1,ajmer district,17973292,36567700000.0
Rajasthan,2022,1,chittorgarh district,7428622,14456300000.0
Rajasthan,2022,1,hanumangarh district,6377544,14758700000.0
Rajasthan,2022,1,pratapgarh district,1599079,3515640000.0
Rajasthan,2022,1,sawai madhopur district,7216366,11027900000.0
Rajasthan,2022,1,jalore district,4491298,12375200000.0
Rajasthan,2022,1,bikaner district,11656264,23262600000.0
Rajasthan,2022,1,sikar district,16975662,35691700000.0
Rajasthan,2022,1,dholpur district,2778999,5894330000.0
Rajasthan,2022,1,sirohi district,3353014,6402430000.0
Rajasthan,2022,1,rajsamand district,4525911,9132120000.0
Rajasthan,2022,1,jaisalmer district,4838533,9233720000.0
Rajasthan,2022,1,bundi district,4151689,6974580000.0
Rajasthan,2022,1,jhalawar district,5038482,9563580000.0
Rajasthan,2022,1,alwar district,27462202,46051800000.0
Rajasthan,2022,1,kota district,19207151,30335400000.0
Rajasthan,2022,1,jhunjhunu district,10543589,22640900000.0
Rajasthan,2022,2,pali district,8668074,17160200000.0
Rajasthan,2022,2,ganganagar district,11882025,22557600000.0
Rajasthan,2022,2,churu district,8257600,18081700000.0
Rajasthan,2022,2,jaipur district,314511010,497492000000.0
Rajasthan,2022,2,baran district,3685832,7229260000.0
Rajasthan,2022,2,bhilwara district,20131391,38273100000.0
Rajasthan,2022,2,banswara district,2337103,4900010000.0
Rajasthan,2022,2,dungarpur district,1899171,3638950000.0
