States,Years,Quarter,Transaction_type,Transaction_count,Transaction_amount
Puducherry,2020,3,Others,5080,2199408
Puducherry,2020,4,Peer-to-peer payments,1211359,4090057483
Puducherry,2020,4,Merchant payments,1108292,647985608
Puducherry,2020,4,Recharge & bill payments,383707,184037246
Puducherry,2020,4,Financial Services,3783,3888988
Puducherry,2020,4,Others,8862,4556893
Puducherry,2021,1,Peer-to-peer payments,1406958,4798646713
Puducherry,2021,1,Merchant payments,1385444,857787316
Puducherry,2021,1,Recharge & bill payments,504499,231829247
Puducherry,2021,1,Financial Services,5073,5953397
Puducherry,2021,1,Others,7458,5092899
Puducherry,2021,2,Peer-to-peer payments,1581221,5266478797
Puducherry,2021,2,Merchant payments,1437110,932602617
Puducherry,2021,2,Recharge & bill payments,719252,289799593
Puducherry,2021,2,Financial Services,4851,4980244
Puducherry,2021,2,Others,8953,4973445
Puducherry,2021,3,Merchant payments,2273996,1443176801
Puducherry,2021,3,Peer-to-peer payments,2089199,6918396494
Puducherry,2021,3,Recharge & bill payments,741388,356068932
Puducherry,2021,3,Financial Services,4733,5523949
Puducherry,2021,3,Others,12410,6808255
Puducherry,2021,4,Merchant payments,3052713,1864951566
Puducherry,2021,4,Peer-to-peer payments,2530821,8113722339
Puducherry,2021,4,Recharge & bill payments,762641,428453211
Puducherry,2021,4,Financial Services,5995,7655925
Puducherry,2021,4,Others,16640,8868759
Puducherry,2022,1,Merchant payments,3723135,2199614586
Puducherry,2022,1,Peer-to-peer payments,2901199,9407577502
Puducherry,2022,1,Recharge & bill payments,715338,460522864
Puducherry,2022,1,Financial Services,6203,8184456
Puducherry,2022,1,Others,13301,7575498
Puducherry,2022,2,Merchant payments,4613049,2693234775
Puducherry,2022,2,Peer-to-peer payments,3242208,10537267922
Puducherry,2022,2,Recharge & bill payments,773154,535604975
Puducherry,2022,2,Financial Services,4914,6556453
Puducherry,2022,2,Others,10362,6081132
Puducherry,2022,3,Merchant payments,3992974,2322908509
Puducherry,2022,3,Peer-to-peer payments,2474932,8058325856
Puducherry,2022,3,Recharge & bill payments,564285,463054691
Puducherry,2022,3,Financial Services,4621,5514276
Puducherry,2022,3,Others,5915,4514381
Puducherry,2022,4,Merchant payments,4464977,2534351531
Puducherry,2022,4,Peer-to-peer payments,2547018,8141612224
Puducherry,2022,4,Recharge & bill payments,531963,453692484
Puducherry,2022,4,Financial Services,6073,7875178
Puducherry,2022,4,Others,6096,4673460
Puducherry,2023,1,Merchant payments,6210806,3316530650
Puducherry,2023,1,Peer-to-peer payments,3253673,10233359658
Puducherry,2023,1,Recharge & bill payments,665403,659444437
Puducherry,2023,1,Financial Services,6899,7467930
Puducherry,2023,1,Others,7514,5585831
Puducherry,2023,2,Merchant payments,6947299,3741027689
Puducherry,2023,2,Peer-to-peer payments,3454536,10911578720
Puducherry,2023,2,Recharge & bill payments,716315,721293051
Puducherry,2023,2,Financial Services,5894,7597615
Puducherry,2023,2,Others,6282,5236182
Puducherry,2023,3,Merchant payments,7931739,4179109351
Puducherry,2023,3,Peer-to-peer payments,3700961,11504274941
Puducherry,2023,3,Recharge & bill payments,733610,749217503
Puducherry,2023,3,Financial Services,7290,7192768
Puducherry,2023,3,Others,6041,4697276
Puducherry,2023,4,Merchant payments,8375075,4370563512
Puducherry,2023,4,Peer-to-peer payments,3860142,11819316619
Puducherry,2023,4,Recharge & bill payments,737154,820859102
Puducherry,2023,4,Financial Services,7952,9479756
Puducherry,2023,4,Others,5840,4291561
Puducherry,2024,1,Merchant payments,8721907,4329956028
Puducherry,2024,1,Peer-to-peer payments,3970891,12177414629
Puducherry,2024,1,Recharge & bill payments,740529,864726690
Puducherry,2024,1,Financial Services,8561,10368835
Puducherry,2024,1,Others,5062,4015795
Puducherry,2024,2,Merchant payments,9644255,4716626511
Puducherry,2024,2,Peer-to-peer payments,4156839,12651154981
Puducherry,2024,2,Recharge & bill payments,749291,855888787
Puducherry,2024,2,Financial Services,8978,12912682
Puducherry,2024,2,Others,5532,5426775
Puducherry,2024,3,Merchant payments,10635002,5125352228
Puducherry,2024,3,Peer-to-peer payments,4591074,13471904720
Puducherry,2024,3,Recharge & bill payments,768057,915335917
Puducherry,2024,3,Financial Services,9013,16592842
Puducherry,2024,3,Others,5565,5818689
Puducherry,2024,4,Merchant payments,11056472,5370645087
Puducherry,2024,4,Peer-to-peer payments,4714040,13672653365
Puducherry,2024,4,Recharge & bill payments,750373,899779153
Puducherry,2024,4,Financial Services,33413,17161928
Puducherry,2024,4,Others,5379,5153014
Punjab,2018,1,Recharge & bill payments,946338,196018621
Punjab,2018,1,Peer-to-peer payments,690684,2412434634
Punjab,2018,1,Merchant payments,87477,83873894
Punjab,2018,1,Financial Services,60688,11162488
Punjab,2018,1,Others,85246,77268588
Punjab,2018,2,Recharge & bill payments,1262450,395417028
Punjab,2018,2,Peer-to-peer payments,1017159,4036457554
Punjab,2018,2,Merchant payments,147667,159406610
Punjab,2018,2,Financial Services,82256,17719391
Punjab,2018,2,Others,71631,75671629
Punjab,2018,3,Peer-to-peer payments,1684209,6173898401
Punjab,2018,3,Recharge & bill payments,1381730,622737634
Punjab,2018,3,Merchant payments,274458,194883995
Punjab,2018,3,Financial Services,54285,9429175
Punjab,2018,3,Others,67426,64737840
Punjab,2018,4,Peer-to-peer payments,2269375,9404088424
Punjab,2018,4,Recharge & bill payments,1817964,825449591
Punjab,2018,4,Merchant payments,648096,455091550
Punjab,2018,4,Financial Services,62453,11832963
Punjab,2018,4,Others,89249,85520045
Punjab,2019,1,Peer-to-peer payments,4026294,12027441596
Punjab,2019,1,Recharge & bill payments,2304690,986004868
Punjab,2019,1,Merchant payments,711152,478382601
Punjab,2019,1,Financial Services,45621,6871296
Punjab,2019,1,Others,84380,75789642
Punjab,2019,2,Peer-to-peer payments,4140474,16258891447
Punjab,2019,2,Recharge & bill payments,2815047,1440058991
Punjab,2019,2,Merchant payments,1407963,815090878
Punjab,2019,2,Financial Services,37435,6876144
Punjab,2019,2,Others,108911,93875934
Punjab,2019,3,Peer-to-peer payments,4726946,19146726287
Punjab,2019,3,Recharge & bill payments,3455594,2481094965
Punjab,2019,3,Merchant payments,2374014,1183743251
Punjab,2019,3,Financial Services,32359,7912220
Punjab,2019,3,Others,117899,86338883
Punjab,2019,4,Peer-to-peer payments,6386367,25564144630
Punjab,2019,4,Recharge & bill payments,4068332,2622222199
Punjab,2019,4,Merchant payments,3122413,1741259163
Punjab,2019,4,Financial Services,22956,6382345
Punjab,2019,4,Others,98557,55793908
Punjab,2020,1,Peer-to-peer payments,6339183,26350005915
Punjab,2020,1,Recharge & bill payments,4935115,2767419473
Punjab,2020,1,Merchant payments,3838480,2196329615
Punjab,2020,1,Financial Services,17924,10987851
Punjab,2020,1,Others,87082,49442412
Punjab,2020,2,Recharge & bill payments,6064807,3089758241
Punjab,2020,2,Peer-to-peer payments,5639212,25074384847
Punjab,2020,2,Merchant payments,2290868,2058898904
Punjab,2020,2,Financial Services,23314,23704958
Punjab,2020,2,Others,63093,37907301
Punjab,2020,3,Peer-to-peer payments,7354451,32477438924
Punjab,2020,3,Recharge & bill payments,5478668,4066750821
Punjab,2020,3,Merchant payments,4261548,3490665357
Punjab,2020,3,Financial Services,32390,42060249
Punjab,2020,3,Others,82516,46176796
Punjab,2020,4,Peer-to-peer payments,9609405,43286909257
Punjab,2020,4,Merchant payments,7144295,6142380827
Punjab,2020,4,Recharge & bill payments,6072201,4201551870
Punjab,2020,4,Financial Services,38820,51677182
Punjab,2020,4,Others,133204,92887343
Punjab,2021,1,Peer-to-peer payments,10951083,46908632143
Punjab,2021,1,Merchant payments,9333364,7651004599
Punjab,2021,1,Recharge & bill payments,6332928,3980874403
Punjab,2021,1,Financial Services,43094,52009482
Punjab,2021,1,Others,110366,98366463
Punjab,2021,2,Peer-to-peer payments,13180933,55282486111
Punjab,2021,2,Merchant payments,11225598,9710508482
Punjab,2021,2,Recharge & bill payments,7591039,4370756869
Punjab,2021,2,Financial Services,46218,53309051
Punjab,2021,2,Others,127460,113998049
Punjab,2021,3,Peer-to-peer payments,17024782,66149902036
Punjab,2021,3,Merchant payments,16837685,14103740969
Punjab,2021,3,Recharge & bill payments,8465739,5540272095
Punjab,2021,3,Financial Services,43789,63576667
Punjab,2021,3,Others,161494,135069074
Punjab,2021,4,Merchant payments,22669743,20753662876
Punjab,2021,4,Peer-to-peer payments,20663881,83611403637
Punjab,2021,4,Recharge & bill payments,8765579,6107473172
Punjab,2021,4,Financial Services,58581,86356457
Punjab,2021,4,Others,201576,151230101
Punjab,2022,1,Merchant payments,25979197,23217511697
Punjab,2022,1,Peer-to-peer payments,22354946,88645204329
Punjab,2022,1,Recharge & bill payments,9188439,6317909909
Punjab,2022,1,Financial Services,57561,83933665
Punjab,2022,1,Others,178159,125418507
Punjab,2022,2,Merchant payments,35941880,28585688544
Punjab,2022,2,Peer-to-peer payments,25952349,100938068541
Punjab,2022,2,Recharge & bill payments,10161030,7652499714
Punjab,2022,2,Financial Services,50483,57234782
Punjab,2022,2,Others,167081,111934788
Punjab,2022,3,Merchant payments,43089589,32370885165
Punjab,2022,3,Peer-to-peer payments,29862592,107653378075
Punjab,2022,3,Recharge & bill payments,11017816,9119649329
Punjab,2022,3,Financial Services,57979,68249939
Punjab,2022,3,Others,149921,107280499
Punjab,2022,4,Merchant payments,48358802,38162493193
Punjab,2022,4,Peer-to-peer payments,32377106,120512767955
Punjab,2022,4,Recharge & bill payments,10895208,9248445986
Punjab,2022,4,Financial Services,62809,72160390
Punjab,2022,4,Others,141255,111559654
Punjab,2023,1,Merchant payments,50683710,37462999833
Punjab,2023,1,Peer-to-peer payments,33701280,126365345151
Punjab,2023,1,Recharge & bill payments,12305439,11478972029
Punjab,2023,1,Financial Services,70521,79209681
Punjab,2023,1,Others,149871,122150166
Punjab,2023,2,Merchant payments,64565961,41553118124
Punjab,2023,2,Peer-to-peer payments,39301140,140243650141
Punjab,2023,2,Recharge & bill payments,13207924,12183745216
Punjab,2023,2,Financial Services,76961,95312222
Punjab,2023,2,Others,138303,105749751
Punjab,2023,3,Merchant payments,74881815,46565196649
Punjab,2023,3,Peer-to-peer payments,43379354,145286422875
Punjab,2023,3,Recharge & bill payments,13684178,13149660821
Punjab,2023,3,Financial Services,92473,129392229
Punjab,2023,3,Others,123361,94910163
Punjab,2023,4,Merchant payments,81248644,54620603519
Punjab,2023,4,Peer-to-peer payments,47365190,161825075689
Punjab,2023,4,Recharge & bill payments,13392115,14445536415
Punjab,2023,4,Financial Services,102014,156978606
Punjab,2023,4,Others,121032,91267936
Punjab,2024,1,Merchant payments,82004146,54424588041
Punjab,2024,1,Peer-to-peer payments,46824100,154223751669
Punjab,2024,1,Recharge & bill payments,13489430,14372835813
Punjab,2024,1,Financial Services,99631,178070057
Punjab,2024,1,Others,119872,104174742
Punjab,2024,2,Merchant payments,104440898,62100642546
Punjab,2024,2,Peer-to-peer payments,53315081,167465027818
Punjab,2024,2,Recharge & bill payments,13930343,14507273633
Punjab,2024,2,Financial Services,118746,207422928
Punjab,2024,2,Others,141069,154670059
Punjab,2024,3,Merchant payments,114061023,66317076283
Punjab,2024,3,Peer-to-peer payments,58974111,173913771523
Punjab,2024,3,Recharge & bill payments,14254453,15458601083
Punjab,2024,3,Financial Services,146791,259188448
Punjab,2024,3,Others,118342,167519192
Punjab,2024,4,Merchant payments,120801535,76355607365
Punjab,2024,4,Peer-to-peer payments,64087805,197067021486
Punjab,2024,4,Recharge & bill payments,14140889,15295409347
Punjab,2024,4,Financial Services,367578,224863465
Punjab,2024,4,Others,111413,182750369
Rajasthan,2018,1,Recharge & bill payments,4305940,868358581
Rajasthan,2018,1,Peer-to-peer payments,2540658,7547652853
Rajasthan,2018,1,Financial Services,202537,37125466
Rajasthan,2018,1,Merchant payments,184127,201212697
Rajasthan,2018,1,Others,358428,271943533
Rajasthan,2018,2,Recharge & bill payments,5288093,1511007056
Rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602
Rajasthan,2018,2,Merchant payments,345752,342809668
Rajasthan,2018,2,Financial Services,279471,52145153
Rajasthan,2018,2,Others,289826,311536697
Rajasthan,2018,3,Peer-to-peer payments,7120792,21010614922
Rajasthan,2018,3,Recharge & bill payments,5894660,2252031410
Rajasthan,2018,3,Merchant payments,711240,445504998
Rajasthan,2018,3,Financial Services,230083,30185982
Rajasthan,2018,3,Others,300323,302431359
Rajasthan,2018,4,Peer-to-peer payments,10752729,33578327038
Rajasthan,2018,4,Recharge & bill payments,7557003,2743591539
Rajasthan,2018,4,Merchant payments,1985927,1172254324
Rajasthan,2018,4,Financial Services,311632,40412563
Rajasthan,2018,4,Others,352432,374501620
Rajasthan,2019,1,Peer-to-peer payments,27621606,55246071722
Rajasthan,2019,1,Recharge & bill payments,11650961,3821181817
Rajasthan,2019,1,Merchant payments,3921438,1664209335
Rajasthan,2019,1,Financial Services,359993,36340413
Rajasthan,2019,1,Others,402042,373355290
Rajasthan,2019,2,Peer-to-peer payments,25257679,79466464089
Rajasthan,2019,2,Recharge & bill payments,14968290,5709279551
Rajasthan,2019,2,Merchant payments,9026751,3435472167
Rajasthan,2019,2,Financial Services,182685,34134487
Rajasthan,2019,2,Others,573881,461962879
Rajasthan,2019,3,Peer-to-peer payments,29885618,97443950787
Rajasthan,2019,3,Merchant payments,19646612,6705923743
Rajasthan,2019,3,Recharge & bill payments,16970783,7872719572
Rajasthan,2019,3,Financial Services,217029,37899900
Rajasthan,2019,3,Others,583575,407796031
Rajasthan,2019,4,Peer-to-peer payments,43354317,140449134717
Rajasthan,2019,4,Recharge & bill payments,20604852,9028860435
Rajasthan,2019,4,Merchant payments,20544791,9721826538
Rajasthan,2019,4,Financial Services,101805,25014672
Rajasthan,2019,4,Others,468477,227573687
Rajasthan,2020,1,Peer-to-peer payments,48269912,165468574324
Rajasthan,2020,1,Merchant payments,27880848,13643061482
Rajasthan,2020,1,Recharge & bill payments,25631131,10961167180
Rajasthan,2020,1,Financial Services,72604,34466606
Rajasthan,2020,1,Others,404317,200968969
Rajasthan,2020,2,Peer-to-peer payments,49160792,166176386876
Rajasthan,2020,2,Recharge & bill payments,31681776,13014051936
Rajasthan,2020,2,Merchant payments,20756594,14354151782
Rajasthan,2020,2,Financial Services,92875,76662259
Rajasthan,2020,2,Others,262619,142020150
Rajasthan,2020,3,Peer-to-peer payments,73247856,249006720239
Rajasthan,2020,3,Merchant payments,45149210,27714680562
Rajasthan,2020,3,Recharge & bill payments,30148875,16650017441
Rajasthan,2020,3,Financial Services,146383,113675142
Rajasthan,2020,3,Others,396352,193212779
Rajasthan,2020,4,Peer-to-peer payments,88730951,321280847681
Rajasthan,2020,4,Merchant payments,67367264,46142484518
Rajasthan,2020,4,Recharge & bill payments,33455755,18123908526
Rajasthan,2020,4,Financial Services,169294,136058686
Rajasthan,2020,4,Others,560171,351480426
Rajasthan,2021,1,Peer-to-peer payments,116733195,408190388154
Rajasthan,2021,1,Merchant payments,96394132,61936457709
Rajasthan,2021,1,Recharge & bill payments,38919519,20855464604
Rajasthan,2021,1,Financial Services,192936,162581467
Rajasthan,2021,1,Others,491137,347689723
Rajasthan,2021,2,Peer-to-peer payments,139277445,467784146765
Rajasthan,2021,2,Merchant payments,97860493,69922875807
Rajasthan,2021,2,Recharge & bill payments,49501703,23387103756
Rajasthan,2021,2,Financial Services,216441,186606894
Rajasthan,2021,2,Others,620957,422031948
Rajasthan,2021,3,Peer-to-peer payments,181742972,575912799218
Rajasthan,2021,3,Merchant payments,167819345,105548321875
Rajasthan,2021,3,Recharge & bill payments,49709657,28335516739
Rajasthan,2021,3,Financial Services,197211,190362136
Rajasthan,2021,3,Others,815568,524328574
Rajasthan,2021,4,Merchant payments,221774624,151967969235
Rajasthan,2021,4,Peer-to-peer payments,212937264,718215327366
Rajasthan,2021,4,Recharge & bill payments,51610607,32831163303
Rajasthan,2021,4,Financial Services,265091,263180820
Rajasthan,2021,4,Others,1034011,656777821
Rajasthan,2022,1,Merchant payments,267467038,171182113048
Rajasthan,2022,1,Peer-to-peer payments,241739380,814525435614
Rajasthan,2022,1,Recharge & bill payments,54555117,35542881861
Rajasthan,2022,1,Financial Services,244029,243340852
Rajasthan,2022,1,Others,956656,556409605
Rajasthan,2022,2,Merchant payments,336900860,208238945148
Rajasthan,2022,2,Peer-to-peer payments,263380560,905641041299
Rajasthan,2022,2,Recharge & bill payments,59879660,38325678034
Rajasthan,2022,2,Financial Services,170705,175399371
Rajasthan,2022,2,Others,838365,452454748
Rajasthan,2022,3,Merchant payments,398104319,230609701751
Rajasthan,2022,3,Peer-to-peer payments,299383118,961209376586
Rajasthan,2022,3,Recharge & bill payments,69118763,46000391408
Rajasthan,2022,3,Financial Services,215235,220271930
Rajasthan,2022,3,Others,719925,449514644
Rajasthan,2022,4,Merchant payments,457778005,275194969878
Rajasthan,2022,4,Peer-to-peer payments,334316758,1130380720683
Rajasthan,2022,4,Recharge & bill payments,72510470,50609988782
Rajasthan,2022,4,Financial Services,244442,270658681
Rajasthan,2022,4,Others,725173,500361376
Rajasthan,2023,1,Merchant payments,484552414,276693132279
Rajasthan,2023,1,Peer-to-peer payments,353301155,1216864232698
Rajasthan,2023,1,Recharge & bill payments,82232131,60583110261
Rajasthan,2023,1,Financial Services,259195,274450998
Rajasthan,2023,1,Others,751791,498449614
Rajasthan,2023,2,Merchant payments,592487449,310487787699
Rajasthan,2023,2,Peer-to-peer payments,389865502,1321457235324
Rajasthan,2023,2,Recharge & bill payments,90082184,65720609268
Rajasthan,2023,2,Financial Services,289948,328805088
Rajasthan,2023,2,Others,734255,461148921
Rajasthan,2023,3,Merchant payments,704324393,341799936129
Rajasthan,2023,3,Peer-to-peer payments,438800339,1385976868598
Rajasthan,2023,3,Recharge & bill payments,93085762,71540658202
Rajasthan,2023,3,Financial Services,359675,484002475
Rajasthan,2023,3,Others,661998,423978212
Rajasthan,2023,4,Merchant payments,766981185,396873110176
Rajasthan,2023,4,Peer-to-peer payments,484250991,1587157118494
Rajasthan,2023,4,Recharge & bill payments,97092812,81348244193
Rajasthan,2023,4,Financial Services,443168,570385125
Rajasthan,2023,4,Others,703998,430749813
Rajasthan,2024,1,Merchant payments,919893321,461976302970
Rajasthan,2024,1,Peer-to-peer payments,566762679,1797249393778
Rajasthan,2024,1,Recharge & bill payments,111655206,90033046149
Rajasthan,2024,1,Financial Services,475140,770584971
Rajasthan,2024,1,Others,687661,470845922
Rajasthan,2024,2,Merchant payments,1096672010,523282312007
Rajasthan,2024,2,Peer-to-peer payments,603947443,1879643438141
Rajasthan,2024,2,Recharge & bill payments,116905611,92675346901
Rajasthan,2024,2,Financial Services,580197,900517039
Rajasthan,2024,2,Others,749845,592923836
Rajasthan,2024,3,Merchant payments,1180358044,539372910912
Rajasthan,2024,3,Peer-to-peer payments,638917092,1829890897007
Rajasthan,2024,3,Recharge & bill payments,114791455,101313424056
Rajasthan,2024,3,Financial Services,740449,1135779724
Rajasthan,2024,3,Others,597995,544704206
Rajasthan,2024,4,Merchant payments,1255692535,612426670218
Rajasthan,2024,4,Peer-to-peer payments,672419613,2073546444802
Rajasthan,2024,4,Recharge & bill payments,112704437,105312390698
Rajasthan,2024,4,Financial Services,2077251,1154736814
Rajasthan,2024,4,Others,575711,609128876
Sikkim,2018,1,Recharge & bill payments,26965,4823944
Sikkim,2018,1,Peer-to-peer payments,13559,56334585
Sikkim,2018,1,Merchant payments,1349,1677583
Sikkim,2018,1,Financial Services,608,86907
Sikkim,2018,1,Others,1597,1727921
Sikkim,2018,2,Recharge & bill payments,45435,9465770
Sikkim,2018,2,Peer-to-peer payments,24237,127051984
Sikkim,2018,2,Merchant payments,2556,4713227
Sikkim,2018,2,Financial Services,562,218130
Sikkim,2018,2,Others,1788,2243974
Sikkim,2018,3,Recharge & bill payments,58421,12221506
Sikkim,2018,3,Peer-to-peer payments,43195,215547415
Sikkim,2018,3,Merchant payments,4521,5322297
Sikkim,2018,3,Financial Services,562,261767
Sikkim,2018,3,Others,1801,1727242
Sikkim,2018,4,Recharge & bill payments,79232,16713781
Sikkim,2018,4,Peer-to-peer payments,65451,351253330
Sikkim,2018,4,Merchant payments,7452,12637809
Sikkim,2018,4,Financial Services,717,596473
Sikkim,2018,4,Others,1681,1939966
Sikkim,2019,1,Peer-to-peer payments,121984,422988000
Sikkim,2019,1,Recharge & bill payments,96878,20711590
Sikkim,2019,1,Merchant payments,18346,11837345
Sikkim,2019,1,Financial Services,1225,191594
Sikkim,2019,1,Others,1854,2265106
Sikkim,2019,2,Peer-to-peer payments,172125,674044302
Sikkim,2019,2,Recharge & bill payments,142582,32535297
Sikkim,2019,2,Merchant payments,66722,28248001
Sikkim,2019,2,Financial Services,2294,310198
Sikkim,2019,2,Others,4521,3756446
Sikkim,2019,3,Peer-to-peer payments,203052,794235863
Sikkim,2019,3,Merchant payments,188753,52337323
Sikkim,2019,3,Recharge & bill payments,156125,33922225
Sikkim,2019,3,Financial Services,288,548143
Sikkim,2019,3,Others,4218,3672895
Sikkim,2019,4,Peer-to-peer payments,508471,1086457148
Sikkim,2019,4,Recharge & bill payments,181287,42705664
Sikkim,2019,4,Merchant payments,73992,43954549
Sikkim,2019,4,Financial Services,373,494076
Sikkim,2019,4,Others,2947,2898164
Sikkim,2020,1,Peer-to-peer payments,230413,954765350
Sikkim,2020,1,Recharge & bill payments,215586,53588506
Sikkim,2020,1,Merchant payments,79881,43201695
Sikkim,2020,1,Financial Services,345,175570
Sikkim,2020,1,Others,1893,1745151
Sikkim,2020,2,Recharge & bill payments,297620,78397187
Sikkim,2020,2,Peer-to-peer payments,186495,939900166
Sikkim,2020,2,Merchant payments,31442,34385185
Sikkim,2020,2,Financial Services,883,999656
Sikkim,2020,2,Others,1291,936594
Sikkim,2020,3,Recharge & bill payments,298885,83894643
Sikkim,2020,3,Peer-to-peer payments,245087,1255521153
Sikkim,2020,3,Merchant payments,49299,58337179
Sikkim,2020,3,Financial Services,1252,1795367
Sikkim,2020,3,Others,1912,1378388
Sikkim,2020,4,Peer-to-peer payments,334069,1711730127
Sikkim,2020,4,Recharge & bill payments,301382,90168624
Sikkim,2020,4,Merchant payments,95503,112478004
Sikkim,2020,4,Financial Services,1427,2361188
Sikkim,2020,4,Others,2654,2537863
Sikkim,2021,1,Peer-to-peer payments,403703,1965492630
Sikkim,2021,1,Recharge & bill payments,279679,93174110
Sikkim,2021,1,Merchant payments,112925,154183320
Sikkim,2021,1,Financial Services,1844,3027799
Sikkim,2021,1,Others,2038,1789868
Sikkim,2021,2,Peer-to-peer payments,473141,2125758497
Sikkim,2021,2,Recharge & bill payments,345495,103846502
Sikkim,2021,2,Merchant payments,153671,190473176
Sikkim,2021,2,Financial Services,1865,2851874
Sikkim,2021,2,Others,2542,1969531
Sikkim,2021,3,Peer-to-peer payments,595826,2582075089
Sikkim,2021,3,Recharge & bill payments,346173,111613777
Sikkim,2021,3,Merchant payments,213808,290732930
Sikkim,2021,3,Financial Services,1689,2624558
Sikkim,2021,3,Others,3098,2290509
Sikkim,2021,4,Peer-to-peer payments,831597,3548508410
Sikkim,2021,4,Recharge & bill payments,376078,136473754
Sikkim,2021,4,Merchant payments,369343,504586164
Sikkim,2021,4,Financial Services,2269,3162024
Sikkim,2021,4,Others,5058,4052910
Sikkim,2022,1,Peer-to-peer payments,916940,3650961081
Sikkim,2022,1,Merchant payments,449273,570784580
Sikkim,2022,1,Recharge & bill payments,371579,139135962
Sikkim,2022,1,Financial Services,2124,3062332
Sikkim,2022,1,Others,4386,3487321
Sikkim,2022,2,Peer-to-peer payments,1198014,4596501308
Sikkim,2022,2,Merchant payments,706658,847497607
Sikkim,2022,2,Recharge & bill payments,411189,162174480
Sikkim,2022,2,Financial Services,1758,1861285
Sikkim,2022,2,Others,4462,3070991
Sikkim,2022,3,Peer-to-peer payments,1222037,4173703594
Sikkim,2022,3,Merchant payments,772650,830361401
Sikkim,2022,3,Recharge & bill payments,397207,153567926
Sikkim,2022,3,Financial Services,1538,2851320
Sikkim,2022,3,Others,3326,2396303
Sikkim,2022,4,Peer-to-peer payments,1548662,5175155339
Sikkim,2022,4,Merchant payments,1033541,1096220774
Sikkim,2022,4,Recharge & bill payments,470639,181281682
Sikkim,2022,4,Financial Services,2049,2701972
Sikkim,2022,4,Others,3448,3025622
Sikkim,2023,1,Peer-to-peer payments,1779090,5451626602
Sikkim,2023,1,Merchant payments,1067585,1091745064
Sikkim,2023,1,Recharge & bill payments,543957,213517668
Sikkim,2023,1,Financial Services,2603,2801184
Sikkim,2023,1,Others,2893,2877504
Sikkim,2023,2,Peer-to-peer payments,2196285,6799375282
Sikkim,2023,2,Merchant payments,1616549,1523202088
Sikkim,2023,2,Recharge & bill payments,594826,251468530
Sikkim,2023,2,Financial Services,2790,3457083
Sikkim,2023,2,Others,2517,2847453
Sikkim,2023,3,Peer-to-peer payments,2187102,6245427022
Sikkim,2023,3,Merchant payments,2011690,1619166618
Sikkim,2023,3,Recharge & bill payments,600784,233423001
Sikkim,2023,3,Financial Services,3289,7262131
Sikkim,2023,3,Others,2072,1958649
Sikkim,2023,4,Peer-to-peer payments,2165502,6467541154
Sikkim,2023,4,Merchant payments,2124031,1877772225
Sikkim,2023,4,Recharge & bill payments,562618,235242389
Sikkim,2023,4,Financial Services,3357,7657246
Sikkim,2023,4,Others,1816,2395457
Sikkim,2024,1,Merchant payments,2707037,2172007531
Sikkim,2024,1,Peer-to-peer payments,2501457,6989057055
Sikkim,2024,1,Recharge & bill payments,605942,278107861
Sikkim,2024,1,Financial Services,3962,14632590
Sikkim,2024,1,Others,1748,1916486
Sikkim,2024,2,Merchant payments,3610564,2756669498
Sikkim,2024,2,Peer-to-peer payments,2927640,8213879109
Sikkim,2024,2,Recharge & bill payments,642240,310411870
Sikkim,2024,2,Financial Services,5988,12875123
Sikkim,2024,2,Others,1890,2682555
Sikkim,2024,3,Merchant payments,3967262,2720586221
Sikkim,2024,3,Peer-to-peer payments,3060298,7537324304
Sikkim,2024,3,Recharge & bill payments,677635,293314207
Sikkim,2024,3,Financial Services,6715,15986708
Sikkim,2024,3,Others,1871,2617632
Sikkim,2024,4,Merchant payments,4746814,3358031205
Sikkim,2024,4,Peer-to-peer payments,3464526,8951460155
Sikkim,2024,4,Recharge & bill payments,682763,312543062
Sikkim,2024,4,Financial Services,20851,15322191
Sikkim,2024,4,Others,1916,3744785
Tamil Nadu,2018,1,Recharge & bill payments,3308548,646028338
Tamil Nadu,2018,1,Peer-to-peer payments,2670613,10031518934
Tamil Nadu,2018,1,Merchant payments,326510,272002057
Tamil Nadu,2018,1,Financial Services,115363,31876074
Tamil Nadu,2018,1,Others,305588,280132294
Tamil Nadu,2018,2,Recharge & bill payments,4464677,1189892956
Tamil Nadu,2018,2,Peer-to-peer payments,4433762,18067624388
Tamil Nadu,2018,2,Merchant payments,627918,517130320
Tamil Nadu,2018,2,Financial Services,167035,65402385
Tamil Nadu,2018,2,Others,298736,285794227
Tamil Nadu,2018,3,Peer-to-peer payments,8810836,26792462660
Tamil Nadu,2018,3,Recharge & bill payments,5148411,1521551955
Tamil Nadu,2018,3,Merchant payments,1290978,733189650
Tamil Nadu,2018,3,Financial Services,191732,37049222
Tamil Nadu,2018,3,Others,332121,245838754
Tamil Nadu,2018,4,Peer-to-peer payments,11538547,39180083691
Tamil Nadu,2018,4,Recharge & bill payments,7093764,2020329568
Tamil Nadu,2018,4,Merchant payments,3145621,1742903221
Tamil Nadu,2018,4,Financial Services,228398,46571759
Tamil Nadu,2018,4,Others,451114,312185737
Tamil Nadu,2019,1,Peer-to-peer payments,18645926,51296299081
Tamil Nadu,2019,1,Recharge & bill payments,8863289,2695317015
Tamil Nadu,2019,1,Merchant payments,4195222,1924461189
